merchant_mask;gen_industry;segment_type;in_market;gmv;orders;shows;above_market_shows;below_market_shows;clicks;do_clicks;share_above_market;share_below_market;share_normal;share_too_few_offers
Териск;FMCG;medium;no_market;87922;102;2317880;16177;5392;34864;8654;;0,801;0,1657;0,0237
Радурск;DIY;big;no_market;181181;94;3308580;27;27;58477;8646;;0,3053;0,6047;0,0819
Росенино-236;DIY;medium;no_market;413928;76;2590180;386;371;43914;8601;;0,2645;0,1407;0,5488
Илдорполис;DIY;medium;no_market;4057826;104;2300995;436698;169735;58804;8590;;0,6315;0,2806;0,0008
Норделистан;FMCG;medium;no_market;8602;5;2865929;89469;42126;37503;8563;;0,6688;0,1623;0,0226
Чистанельск;DIY;medium;no_market;487825;132;2452872;14624;7066;58370;8539;;0,9504;0,0348;0,0132
Ладсторидж;DIY;big;no_market;2722310;564;3591368;59678;35175;108749;8477;;0,6915;0,289;0,0009
Ясорвиль;FMCG;top100;market;1712560;641;3423573;329417;384702;78891;8476;;0,5585;0,2916;0,0071
Форинхилл;CEHAC;big;no_market;5230104;94;3732340;3102012;2883820;77802;8441;;0,449;0,3909;0,0062
Белевхилл;Home;big;no_market;2710028;88;9584481;0;0;153545;8426;;0,7773;0,0441;0,115
Финольоград;Other;big;no_market;4354850;450;2747261;313;167;293748;8415;;0,3457;0,2998;0,2349
Эльурбург;Other;medium;market;2249576;213;3802009;4445;1648;65972;8297;;0,7331;0,121;0,1015
Орхолмино;Other;medium;no_market;73615;29;1421347;3;0;34881;8240;;0,923;0,034;0,0263
Жаревридж;Fashion;big;no_market;10513;6;3847213;8740;9729;77350;8208;;0,5171;0,2284;0,0429
Зордельград;Home;big;no_market;2963423;82;5491294;0;0;61037;8156;;0,6066;0,1822;0,1409
Яркаремир;DIY;big;no_market;3706636;29;3585894;69978;67280;50997;8138;;0,784;0,1815;0,0002
Уралельбург;DIY;medium;no_market;2504894;164;2705004;244824;96771;57784;8137;;0,5684;0,2733;0,0569
Долвинорск;DIY;medium;market;4559171;170;2144114;10585;1912;65183;8110;;0,6828;0,1863;0,0268
Арбургкент;Other;medium;no_market;61728;97;2032013;9532;483;34329;8084;;0,8385;0,0639;0,0845
Жарвилельск-253;CEHAC;big;no_market;13441492;527;2846282;280;0;85485;8077;;0,8418;0,0352;0,1135
Скалтертаун;Other;medium;no_market;205549;38;1708872;638;703;39205;8071;;0,5845;0,1759;0,1558
Светарчестер;Other;medium;no_market;698;21;960315;0;0;31350;8058;;0,5465;0,0499;0,3899
Терирридж;CEHAC;medium;no_market;1707834;27;3071906;112634;74469;54515;7943;;0,8875;0,0877;0,008
Лундористан;Other;big;market;3819916;274;5888149;1099054;863732;82856;7923;;0,6846;0,2337;0,0097
Светгринсково;FMCG;big;no_market;385206;386;3365451;2025716;826835;80769;7897;;0,8493;0,1171;0,0057
Холонбург;DIY;big;market;15745452;680;2646795;83909;57522;94274;7867;;0,5835;0,3473;0,0202
Тихмирино;Fashion;top100;no_market;4361207;180;7142762;0;0;76350;7819;;0,8291;0,1168;0,0377
Солндельридж;FMCG;big;no_market;4572407;459;3917436;0;0;91949;7738;;0,5896;0,2953;0,0452
Уралольорск;DIY;big;no_market;3890948;224;4012577;62646;40017;111004;7721;;0,7889;0,1905;0,0038
Белланорск;Other;big;no_market;1727921;535;1364997;93417;16059;31252;7719;;0,6856;0,1066;0,173
Мирланово;CEHAC;big;no_market;2263660;72;2060151;1478791;356133;28465;7705;;0,6258;0,2935;0,0004
Яранорск;Fashion;small;no_market;573182;194;6690402;467063;352427;65859;7685;;0,5913;0,2799;0,0592
Тихстосково;Pharma;big;no_market;151334;110;1807571;981944;802795;34057;7651;;0,6227;0,3245;0,0003
Малачестер;FMCG;top100;no_market;1526074;844;6633467;80157;54498;259949;7554;;0,3819;0,3852;0,0437
Неверино;Fashion;medium;market;300885;161;2128305;554511;138935;43110;7452;;0,8516;0,1092;0,0088
Южбургкент;CEHAC;top100;market;113000000;445;10398164;6544710;5496221;128525;7388;;0,4032;0,5024;0,0035
Малонкент;CEHAC;medium;no_market;5076926;115;5399493;3617269;1347362;61165;7360;;0,7823;0,2044;0,0021
Терланистан;DIY;medium;no_market;229933;50;1881482;14258;11061;31170;7346;;0,5527;0,3308;0,0239
Белеринск;CEHAC;big;no_market;1071007;39;3258865;1975180;1609086;47391;7260;;0,5887;0,373;0,0001
Приярино;Other;big;no_market;1129770;33;1623348;0;0;43003;7259;;0,6413;0,2165;0,0711
Форгринельск;Other;big;no_market;5830461;520;1820714;531179;270731;52329;7241;;0,6611;0,2622;0,0121
Табринчестер;CEHAC;medium;no_market;887;22;1203632;38170;32768;21728;7185;;0,3501;0,3263;0,1081
Ярвилпорт;Other;medium;no_market;2084791;184;1851418;5318;2962;49269;7157;;0,4803;0,204;0,1973
Царальистан;FMCG;medium;no_market;673049;186;775400;205142;89969;22214;7099;;0,7195;0,2018;0,001
Тихевсково;CEHAC;big;no_market;3541296;120;2650015;1635870;525331;37230;7079;;0,6955;0,2692;0,0054
Приорово;CEHAC;medium;no_market;805809;29;987344;846847;712510;26798;7078;;0,7265;0,2501;0,0014
Холорпорт;Home;medium;no_market;2225000;107;973596;1029;643;25000;7072;;0,8966;0,0312;0,0127
Чистарово;CEHAC;big;market;21456611;189;6615702;4065075;2075234;71186;7057;;0,6664;0,284;0,0045
Озердорсково;FMCG;big;no_market;637059;202;5278215;4124902;3335591;66580;7044;;0,4855;0,3349;0,0037
Южгринчестер;DIY;medium;no_market;197229;29;1359883;25284;16681;37539;7028;;0,5478;0,3775;0,0093
Портовполис;FMCG;big;no_market;1294861;152;4239248;1365183;1405355;59246;6961;;0,619;0,2562;0,0046
Невовино;Other;nano;no_market;1769;34;1605612;34;0;22335;6958;;0,7696;0,2262;0
Новаринск;DIY;medium;no_market;400141;117;4726224;24744;6778;78616;6898;;0,6304;0,2607;0,0221
Аркартаун;DIY;medium;market;4426211;189;1314468;11638;2679;33603;6875;;0,859;0,1056;0,0031
Тихиград;CEHAC;medium;market;7669232;110;7996883;6893782;2005102;45928;6871;;0,6964;0,294;0,0015
Маловтаун;Other;medium;no_market;155927;105;972855;110;1;20526;6850;;0,9599;0,0063;0,0335
Скалланполис;Other;medium;no_market;464;155;2197321;0;0;46343;6816;;0,9157;0,0812;0,0023
Ардельинск;CEHAC;medium;no_market;2417943;160;2264968;289236;248730;77120;6740;;0,5544;0,3107;0,014
Тадористан;DIY;big;market;2979852;117;3678714;266169;203809;64234;6734;;0,5321;0,2468;0,0314
Царарград;CEHAC;top100;no_market;466222;151;3467064;1698002;986402;62627;6670;;0,8764;0,1099;0,0028
Севердорполис;FMCG;big;no_market;284689;133;1162497;0;0;50080;6669;;0;0;1
Даряркент;Other;big;no_market;3598912;121;3453274;0;0;57132;6635;;0,7545;0,1239;0,0755
Дардельград;Other;medium;no_market;1000462;150;612093;0;0;33662;6633;;0,687;0,0504;0,2371
Каменхилл;CEHAC;medium;market;3647757;240;4651998;2466771;1482799;40643;6604;;0,8072;0,1792;0,0019
Форерино;Fashion;small;no_market;621963;120;4904350;404682;103146;47030;6535;;0,9515;0,0272;0,0164
Зорбринемир;FMCG;medium;no_market;361841;73;2209791;1567494;998076;57801;6526;;0,7588;0,1796;0,0034
Портсторидж;CEHAC;big;no_market;5590384;112;4479991;3550070;1114909;42121;6518;;0,8817;0,1066;0,0005
Приполоград;CEHAC;big;no_market;7260894;147;5354168;2395094;2303696;60853;6481;;0,5371;0,4319;0,0008
Речмиринск;Other;medium;market;3357850;147;2855162;35403;35045;49264;6469;;0,8047;0,1014;0,0279
Орвилинск;Pharma;medium;no_market;958996;185;1488834;350586;211758;45799;6421;;0,5189;0,2933;0,0153
Нордфордград;CEHAC;big;market;1767068;146;2144601;526088;265854;41646;6396;;0,8665;0,1047;0,0033
Росиново;DIY;medium;no_market;4936027;106;2113013;789988;331242;38611;6321;;0,7059;0,2396;0,0012
Скалелсково;Other;big;no_market;39973675;560;7100757;1295211;1256458;153542;6315;;0,4274;0,3491;0,0174
Уралервиль;Pharma;medium;no_market;847049;112;2249336;854776;255516;35493;6312;;0,8237;0,1249;0,0005
Радарпорт;CEHAC;medium;market;3579509;103;1069276;852273;267059;23837;6266;;0,8708;0,1148;0,0025
Даромск;CEHAC;medium;no_market;13037851;237;1483588;285121;71966;46024;6244;;0,7214;0,1412;0,033
Лесмирридж;DIY;big;market;952991;66;1965319;133059;105801;37404;6223;;0,7097;0,1898;0,0035
Таовград;CEHAC;medium;market;2019049;35;1412735;1045713;440635;27436;6199;;0,6616;0,2654;0,0043
Приовинск;CEHAC;big;market;4877462;125;4096861;1929917;2672776;50583;6153;;0,2881;0,3361;0,0006
Чисттербург;DIY;medium;no_market;627997;8;1417318;51184;5608;31612;6101;;0,8491;0,1038;0,0183
Финилсково;FMCG;big;no_market;4413;29;2249480;15329;935;43588;6098;;0,5623;0,208;0,2128
Скалгриново;Other;medium;no_market;417275;35;1838257;165056;62836;29009;6093;;0,6641;0,2333;0,0833
Светорпорт;Other;medium;no_market;8632520;86;1461248;52699;938;44403;6092;;0,8831;0,0567;0
Привинтаун;DIY;medium;no_market;27092;4;769329;69512;5994;25777;6059;;0,7835;0,1369;0,039
Тихенбург;Pharma;medium;no_market;329749;233;12605355;3730006;2506999;66619;6055;;0,7431;0,2364;0
Гороминск;Other;nano;no_market;12128;2;4307454;5138;4941;77789;6031;;0,4155;0,1707;0,3425
Портдельинск;CEHAC;medium;no_market;15862328;308;3256030;527473;340746;109838;6022;;0,4525;0,2869;0,0175
Речористан;FMCG;top100;no_market;317246;129;2527196;138257;74653;76814;5982;;0,4751;0,2547;0,0368
Чистевоград;CEHAC;big;market;5551644;239;4504197;2218601;1613339;86880;5943;;0,7176;0,2096;0,0053
Тихмарпорт;CEHAC;medium;no_market;2710831;107;2991079;733132;588487;57529;5901;;0,4822;0,3682;0,0167
Бермирбург;Other;medium;market;913497;55;2839968;2384;506;45991;5891;;0,5096;0,1832;0,2337
Портиемир;Other;medium;market;8855;43;3581534;411220;522838;56870;5873;;0,4737;0,3006;0,0368
Ясайридж;Fashion;top100;no_market;3922900;224;2851127;1620;42;55110;5870;;0,6458;0,0844;0,1252
Северебург;Pharma;big;no_market;86909;683;2696344;683065;1143242;45069;5861;;0,2101;0,4307;0,0012
Придельхилл;DIY;medium;no_market;5514;51;3012483;548;223;34236;5859;;0,5957;0,2617;0,0935
Белирхилл;Other;big;no_market;154987;50;1576991;6447;2086;31774;5855;;0,3734;0,0731;0,4942
Веларкент;Other;big;no_market;2959640;95;1586901;644;206;42618;5802;;0,5178;0,0993;0,37
Клинвинистан;Fashion;nano;no_market;8965;6;298719;10221;4135;14288;5770;;0,888;0,0816;0,0006
Тихархилл;DIY;top100;no_market;401000000;5082;7627480;323368;304579;251246;5754;;0,1846;0,5829;0,0189
Светхолмкент;FMCG;medium;no_market;3510866;360;3348450;0;0;114516;5746;;0,3305;0,2329;0,3355
Елдорельск;Fashion;medium;no_market;184455;45;1203744;754958;188496;21287;5746;;0,7257;0,1635;0,0021
Лесуюорск;DIY;medium;market;1430775;145;2274521;90686;67539;47167;5719;;0,3911;0,3832;0,12
Уралинвиль;DIY;big;no_market;1338691;31;1233463;138661;117955;47836;5714;;0,6273;0,1909;0,0136
Царбургкент;DIY;medium;no_market;591391;72;2996790;363395;207303;33009;5675;;0,7461;0,1591;0,0328
Устярпорт;FMCG;big;market;1528861;201;8970254;3726913;3834041;112489;5659;;0,4471;0,3341;0,0037
Велтербург;Fashion;medium;no_market;0;0;1566194;0;0;21324;5604;;0,8139;0,0759;0,0313
Холанорск;CEHAC;medium;no_market;1181624;548;2230325;11508;7553;67838;5603;;0,7135;0,1972;0,0542
Зорярчестер;CEHAC;medium;no_market;2356944;359;7023657;406466;202423;121686;5535;;0,6236;0,2856;0,0105
Аркаристан;FMCG;top100;no_market;95335;46;811699;298334;107527;15113;5509;;0,8414;0,083;0,0218
Лесоово-343;Pharma;big;no_market;70239;710;12288645;2406393;1973182;67202;5506;;0,6706;0,2996;0,0001
Клинельридж;Pharma;medium;no_market;371541;242;1422443;668506;242569;46618;5429;;0,6119;0,3264;0,0036
Берхолмистан;Fashion;small;no_market;250282;37;3176240;428940;243038;40627;5419;;0,6451;0,2806;0,0045
Горелсково;Fashion;top100;no_market;2310157;204;2437256;17185;15187;48886;5408;;0,6441;0,1422;0,0897
Малавинск;CEHAC;top100;market;20197973;278;7982056;2266721;5326105;76255;5405;;0,2182;0,6135;0,0012
Речланполис;Pharma;medium;no_market;1074539;1058;2005644;1248954;1184668;38633;5374;;0,147;0,6963;0,0005
Белхолмридж;Other;big;no_market;1957234;125;2991483;64675;58573;49121;5370;;0,7453;0,1807;0,0431
Радоминск;Other;medium;no_market;308906;227;2740751;1665;1462;42008;5367;;0,7138;0,2177;0,0389
Малапорт;Other;medium;no_market;518255;38;1088895;45922;17936;35284;5365;;0,8215;0,1023;0,0018
Лесерино;FMCG;big;no_market;2703969;464;2105512;799737;410428;36981;5364;;0,7786;0,1368;0,0156
Зортерполис;Pharma;medium;no_market;90814;44;1991480;837081;686992;31071;5323;;0,7319;0,1998;0,0043
Теренкент;DIY;medium;no_market;739709;117;1304837;30808;13205;39612;5239;;0,6234;0,2667;0,0613
Эльовчестер;Fashion;medium;no_market;1503840;81;2122623;490;488;28885;5202;;0,9418;0,0372;0,0067
Эльиремир;Home;big;no_market;3349015;101;3216666;53179;54686;52414;5193;;0,8396;0,1382;0,0027
Тадорино;CEHAC;medium;no_market;431945;150;1937977;135674;63137;44025;5155;;0,7203;0,1452;0,0982
Солнбринтаун;Home;top100;market;8681543;443;7189094;1297;534;130337;5138;;0,8128;0,0494;0,0138
Старурридж;Other;medium;no_market;67647;43;1152694;0;0;28309;5133;;0,0905;0,0033;0,902
Долавбург;DIY;medium;no_market;1988060;78;771203;1799;208;24726;5133;;0,8288;0,0744;0,0101
Тихбургорск;CEHAC;medium;no_market;5484736;97;960832;386616;143894;38723;5107;;0,3785;0,2438;0,0077
Долирск;CEHAC;medium;no_market;4077940;84;1375621;1062172;155692;20535;5091;;0,862;0,1252;0,0035
Устевхилл;;;no_market;767571;166;5772500;136616;100551;46946;5077;;;;
Орлантаун;DIY;medium;no_market;1324574;46;1273408;138947;65400;28153;5056;;0,6112;0,2652;0,0213
Речкаркент;CEHAC;medium;no_market;16172655;341;1885282;496734;284124;51112;5014;;0,5479;0,3208;0,0152
Яруюпорт;DIY;medium;no_market;2458632;138;1678915;193372;24484;31961;5014;;0,8267;0,1521;0,0049
Лунольистан;FMCG;big;no_market;1406245;232;1398740;881717;768463;50237;5010;;0,9043;0,0829;0,0121
Холурино;CEHAC;big;no_market;5255839;172;7359354;5187043;4214149;86460;4981;;0,598;0,3835;0,0035
Нордольино;CEHAC;medium;no_market;2590409;117;3714551;2036286;718083;31337;4976;;0,86;0,122;0,0028
Лесиорск;DIY;medium;no_market;1374829;218;1660952;234663;98544;37433;4952;;0,6669;0,2655;0,0117
Ясдороград;Pharma;medium;market;250744;193;9773472;4871255;4274380;72676;4938;;0,7328;0,2576;0,0002
Старвинтаун;Pharma;medium;no_market;661684;211;789213;450674;403830;34180;4936;;0,8947;0,0881;0,0014
Беритаун;Home;big;no_market;4734807;116;3589138;540956;538160;56989;4935;;0,6837;0,098;0,0045
Долгринорск;Other;medium;market;532935;48;1400692;54769;15972;24726;4932;;0,464;0,4499;0,0283
Жармирполис;Other;medium;no_market;1714707;113;7612560;621;563;95521;4928;;0,4565;0,4172;0,0391
Клинтерск;Other;medium;market;6756;4;1324556;32818;22513;23602;4919;;0,5153;0,2898;0,1534
Юженемир;Other;medium;market;2305041;35;1670078;657483;295433;31113;4913;;0,5562;0,36;0,0234
Теренбург;CEHAC;medium;no_market;555707;74;2555947;1666852;688111;60670;4906;;0,6257;0,3152;0,008
Таанорск;Pharma;big;market;1697996;196;4168300;950013;886954;70582;4888;;0,4664;0,1903;0,0056
Росярбург;FMCG;top100;no_market;806614;164;2262509;23078;19689;52793;4879;;0,2997;0,3075;0,182
Царкароград;Other;big;no_market;7005560;243;2038830;133;143;39412;4877;;0,8747;0,0842;0,0072
Холхолмкент;Other;top100;no_market;1969130;530;5869768;239;252;72076;4860;;0,7701;0,1648;0,038
Луниридж;Other;medium;market;293618;113;5224397;5426;4317;83511;4857;;0,3524;0,3515;0,1943
Даронинск;Pharma;medium;no_market;740005;555;3191452;1466266;1513465;49064;4846;;0,2802;0,562;0,0013
Приеремир;Other;medium;no_market;52715;61;1074917;0;0;26984;4831;;0,856;0,1346;0,0045
Жархолмполис;Pharma;medium;no_market;1147648;275;2635729;1233516;523915;45666;4827;;0,7107;0,239;0,003
Речоминск;DIY;big;no_market;9289557;881;2295382;5358;4512;79889;4809;;0,7692;0,0265;0,0873
Белиорск;Fashion;medium;no_market;443596;17;3306055;171;17;42345;4807;;0,7185;0,1607;0,0233
Горовельск;CEHAC;small;no_market;6002;501;1318137;298497;80904;42162;4778;;0,7453;0,2193;0,0101
Новвилтаун;Other;medium;no_market;2998065;193;1485707;64108;28006;39461;4778;;0,6094;0,1603;0,1555
Радполемир;FMCG;big;no_market;16455;11;694004;6851;2935;14829;4774;;0,6579;0,2269;0,0217
Нордарвиль;DIY;nano;no_market;31136;39;305919;97367;19261;9980;4731;;0,7976;0,103;0,0048
Мирерридж;Other;medium;no_market;872082;95;2004583;2026;562;31210;4726;;0,5684;0,2808;0,0639
Старфордино;DIY;medium;no_market;185;9;1274965;4940;4030;25071;4723;;0,9095;0,0799;0,0015
Бергринтаун;CEHAC;medium;no_market;2552940;31;4454282;3904689;1068836;25160;4720;;0,8925;0,0927;0,0024
Притерсково;DIY;big;no_market;7618;48;4504143;148;73;208133;4709;;0,5507;0,3374;0,027
Солнанск;CEHAC;small;no_market;361404;14;1345151;768119;202404;24428;4694;;0,7552;0,2107;0,0129
Солновпорт;CEHAC;medium;no_market;890888;188;1325893;115219;92487;35224;4682;;0,9101;0,0379;0,0015
Ладуистан;DIY;medium;no_market;19749;60;3118663;0;0;42867;4643;;0,4065;0,1464;0,2024
Яргрининск;CEHAC;medium;no_market;2395069;55;2275292;1558675;830394;22300;4620;;0,7154;0,2388;0,0015
Скалвилсково;Other;big;no_market;2286598;73;1936673;5927;9548;40431;4602;;0,8115;0,1226;0,029
Солневово;CEHAC;medium;no_market;15854734;232;4836726;1603162;1029003;92540;4593;;0,5769;0,278;0,0115
Стардорполис;DIY;medium;market;5212687;183;1397383;6501;2359;39518;4564;;0,7229;0,1755;0,026
